0.000000e+00,0.000000e+00
1.000000e-05,-4.750977e-01
2.000000e-05,-1.621094e-01
3.000000e-05,-9.011841e-02
4.000000e-05,-5.260620e-01
5.000000e-05,9.154358e-01
6.000000e-05,3.977356e-01
6.999999e-05,-1.408386e-01
8.000000e-05,2.868652e-02
9.000000e-05,3.009949e-01
1.000000e-04,1.604614e-01
1.100000e-04,1.106506e+00
1.200000e-04,-2.391968e-01
1.300000e-04,-8.053284e-01
1.400000e-04,8.018799e-01
1.500000e-04,-1.460419e+00
1.600000e-04,1.239075e+00
1.700000e-04,7.399292e-01
1.800000e-04,6.998901e-01
1.900000e-04,5.993042e-01
2.000000e-04,-1.916229e+00
2.100000e-04,-1.438660e+00
2.200000e-04,8.314514e-01
2.300000e-04,1.872131e+00
2.400000e-04,1.268219e+00
2.500000e-04,-1.001282e-01
2.600000e-04,5.810242e-01
2.700000e-04,7.567139e-01
2.800000e-04,1.454254e+00
2.900000e-04,6.323547e-01
3.000000e-04,1.618652e+00
3.100000e-04,-1.315521e+00
3.200000e-04,-1.011963e-01
3.300000e-04,-8.074646e-01
3.400000e-04,1.322296e+00
3.500000e-04,-2.153748e+00
3.600000e-04,-7.653503e-01
3.700000e-04,-2.757568e-01
3.800000e-04,-1.744995e-01
3.900000e-04,-1.220398e+00
4.000000e-04,9.657593e-01
4.100000e-04,-1.026550e+00
4.200000e-04,6.461792e-01
4.300000e-04,6.256104e-02
4.400000e-04,-2.622070e-01
4.500000e-04,-5.177612e-01
4.600000e-04,-5.835266e-01
4.700000e-04,-1.470367e+00
4.800000e-04,-6.045227e-01
4.900000e-04,1.990051e-01
5.000000e-04,-5.019836e-01
5.100000e-04,-1.290039e+00
5.200000e-04,2.089661e+00
5.300000e-04,4.060669e-01
5.400000e-04,-2.201385e+00
5.500000e-04,-8.670959e-01
5.600000e-04,-5.676270e-03
5.700000e-04,-1.622284e+00
5.800000e-04,7.749939e-01
5.900000e-04,-2.327576e-01
6.000000e-04,1.511810e+00
6.100000e-04,5.350952e-01
6.200000e-04,-5.615234e-03
6.300000e-04,7.435913e-01
6.400000e-04,-1.167999e+00
6.500000e-04,7.276917e-01
6.600000e-04,6.314087e-02
6.700000e-04,4.906311e-01
6.800000e-04,-2.585754e+00
6.900000e-04,-4.663086e-02
7.000000e-04,1.196442e+00
7.100000e-04,-8.886719e-02
7.200000e-04,1.034241e-01
7.300000e-04,-4.151611e-01
7.400000e-04,1.824310e+00
7.500000e-04,2.730713e-01
7.600000e-04,-1.485687e+00
7.700000e-04,-1.021057e+00
7.800000e-04,9.567566e-01
7.900000e-04,-1.320496e+00
8.000000e-04,1.837494e+00
8.100000e-04,9.823914e-01
8.200000e-04,-1.306824e+00
8.300000e-04,2.276611e-02
8.400000e-04,5.878906e-01
8.500000e-04,-2.700195e-01
8.600000e-04,5.818176e-01
8.700000e-04,-2.854614e-01
8.799999e-04,1.485962e+00
8.900000e-04,3.982239e-01
9.000000e-04,1.385803e-01
9.100000e-04,-1.355286e+00
9.200000e-04,-7.594299e-01
9.300000e-04,-8.592224e-01
9.400000e-04,1.468719e+00
9.500000e-04,-2.239258e+00
9.600000e-04,8.812256e-01
9.700000e-04,1.959534e-01
9.800000e-04,6.925049e-01
9.900000e-04,3.744202e-01
9.999999e-04,-6.273193e-01
1.010000e-03,1.554443e+00
1.020000e-03,1.093140e+00
1.030000e-03,6.137085e-02
1.040000e-03,-1.728516e-01
1.050000e-03,-5.834961e-01
1.060000e-03,7.344055e-01
1.070000e-03,-7.290649e-02
1.080000e-03,9.278870e-01
1.090000e-03,6.069946e-01
1.100000e-03,-1.821136e+00
1.110000e-03,3.132629e-01
1.120000e-03,2.392944e+00
1.130000e-03,-2.068481e-01
1.140000e-03,-1.477966e-01
1.150000e-03,-7.149048e-01
1.160000e-03,6.027222e-01
1.170000e-03,9.305725e-01
1.180000e-03,2.221680e-01
1.190000e-03,-3.156128e-01
1.200000e-03,3.374939e-01
1.210000e-03,-1.284790e-02
1.220000e-03,2.064850e+00
1.230000e-03,-6.618347e-01
1.240000e-03,3.910522e-01
1.250000e-03,-8.945312e-01
1.260000e-03,-1.532349e+00
1.270000e-03,7.068787e-01
1.280000e-03,1.217804e+00
1.290000e-03,1.107910e+00
1.300000e-03,-5.789185e-01
1.310000e-03,6.137085e-01
1.320000e-03,5.343628e-02
1.330000e-03,-1.239044e+00
1.340000e-03,7.025146e-02
1.350000e-03,6.551819e-01
